sample_id,model,claim_id,entity,change_type,role,status,faithfulness,spatial_support,temporal_support,grounding_confidence,reason
levir-cc_test_000376,Guided,c001,building,add,changed,unverifiable,0.5350979090607368,0.2847660139395951,1.0,0.9453125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000376,Change-Agent,c001,building,add,changed,unverifiable,0.5350979090607368,0.2847660139395951,1.0,0.9453125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000379,Draft,c001,building,add,changed,unverifiable,0.606890189591551,0.395215676294694,1.0,0.9609375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000379,Guided,c001,building,add,changed,unverifiable,0.606890189591551,0.395215676294694,1.0,0.9609375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000379,Change-Agent,c001,building,add,changed,unverifiable,0.606890189591551,0.395215676294694,1.0,0.9609375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000385,Draft,c001,building,add,changed,contradicted,0.3966183388601835,0.0717205213233593,1.0,0.98828125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000385,Guided,c001,building,add,changed,contradicted,0.3966183388601835,0.0717205213233593,1.0,0.98828125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000385,Change-Agent,c001,building,add,changed,contradicted,0.3966183388601835,0.0717205213233593,1.0,0.98828125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000385,Change-Agent,c002,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000389,Draft,c001,building,add,changed,unverifiable,0.5859236067481901,0.3703424140533864,0.9862886788956828,0.9296875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000389,Draft,c002,road,none,context,supported,0.99609375,,,0.99609375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000389,Guided,c001,building,add,changed,unverifiable,0.5859236067481901,0.3703424140533864,0.9862886788956828,0.9296875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000389,Guided,c002,road,none,context,supported,0.99609375,,,0.99609375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000389,Change-Agent,c001,building,add,changed,unverifiable,0.5859236067481901,0.3703424140533864,0.9862886788956828,0.9296875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000389,Change-Agent,c002,road,none,context,supported,0.99609375,,,0.99609375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000390,Draft,c001,building,add,changed,contradicted,0.4290403682719547,0.12160056657223796,1.0,0.953125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000390,Guided,c001,scene,none,no_change,contradicted,0.0,0.0,,1.0,The no-change assertion is evaluated directly against the change mask.
levir-cc_test_000390,Change-Agent,c001,building,add,changed,contradicted,0.4290403682719547,0.12160056657223796,1.0,0.953125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000390,Change-Agent,c002,road,none,context,supported,0.96875,,,0.96875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000393,Draft,c001,building,add,changed,unverifiable,0.6468792919273615,0.4567373721959408,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000393,Draft,c002,road,none,context,supported,0.984375,,,0.984375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000393,Guided,c001,building,add,changed,unverifiable,0.6468792919273615,0.4567373721959408,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000393,Guided,c002,road,none,context,supported,0.984375,,,0.984375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000393,Change-Agent,c001,building,add,changed,unverifiable,0.6468792919273615,0.4567373721959408,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000393,Change-Agent,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.984375,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000395,Draft,c001,building,add,changed,unverifiable,0.7329013157894737,0.589078947368421,1.0,0.96484375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000395,Draft,c002,road,none,context,supported,0.984375,,,0.984375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000395,Guided,c001,building,add,changed,unverifiable,0.7329013157894737,0.589078947368421,1.0,0.96484375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000395,Guided,c002,road,none,context,supported,0.984375,,,0.984375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000395,Change-Agent,c001,building,add,changed,unverifiable,0.7329013157894737,0.589078947368421,1.0,0.96484375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000395,Change-Agent,c002,road,none,context,supported,0.984375,,,0.984375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000402,Draft,c001,building,add,changed,contradicted,0.3760566441202632,0.09516877445182421,0.8977055449330784,0.984375,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000402,Draft,c002,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000402,Guided,c001,building,add,changed,contradicted,0.3760566441202632,0.09516877445182421,0.8977055449330784,0.984375,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000402,Guided,c002,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000402,Change-Agent,c001,building,add,changed,contradicted,0.3760566441202632,0.09516877445182421,0.8977055449330784,0.984375,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000402,Change-Agent,c002,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000412,Draft,c001,building,add,changed,unverifiable,0.6962616822429906,0.5327102803738317,1.0,0.91796875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000412,Draft,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000412,Guided,c001,building,add,changed,unverifiable,0.6962616822429906,0.5327102803738317,1.0,0.91796875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000412,Guided,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000412,Change-Agent,c001,building,add,changed,unverifiable,0.6962616822429906,0.5327102803738317,1.0,0.91796875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000413,Draft,c001,scene,none,no_change,contradicted,0.0,0.0,,1.0,The no-change assertion is evaluated directly against the change mask.
levir-cc_test_000413,Guided,c001,scene,none,no_change,contradicted,0.0,0.0,,1.0,The no-change assertion is evaluated directly against the change mask.
levir-cc_test_000413,Change-Agent,c001,building,add,changed,contradicted,0.46965073137126334,0.19950990402287114,0.9713408393039918,0.9453125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000413,Change-Agent,c002,road,none,context,unverifiable,,,,0.203125,Context entity could not be grounded.
levir-cc_test_000416,Draft,c001,building,add,changed,unverifiable,0.7196784368028311,0.56873605661974,1.0,0.9765625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000416,Draft,c002,road,none,context,supported,0.9921875,,,0.9921875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000416,Guided,c001,building,add,changed,unverifiable,0.7196784368028311,0.56873605661974,1.0,0.9765625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000416,Guided,c002,road,none,context,supported,0.9921875,,,0.9921875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000416,Change-Agent,c001,building,add,changed,unverifiable,0.7196784368028311,0.56873605661974,1.0,0.9765625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000416,Change-Agent,c002,road,none,context,supported,0.9921875,,,0.9921875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000421,Draft,c001,building,add,changed,unverifiable,0.5282721644925934,0.2742648684501437,1.0,0.98828125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000421,Guided,c001,building,add,changed,unverifiable,0.5282721644925934,0.2742648684501437,1.0,0.98828125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000421,Change-Agent,c001,building,add,changed,unverifiable,0.5282721644925934,0.2742648684501437,1.0,0.98828125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000421,Change-Agent,c002,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000436,Draft,c001,building,add,changed,supported,0.7471308883970913,0.6109705975339867,1.0,0.91015625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000436,Guided,c001,building,add,changed,supported,0.7471308883970913,0.6109705975339867,1.0,0.91015625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000436,Change-Agent,c001,road,add,changed,unverifiable,0.40975612269820305,0.436161449752883,0.3607176581680831,0.9921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000443,Draft,c001,building,add,changed,unverifiable,0.6394957983193277,0.44537815126050423,1.0,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000443,Guided,c001,building,add,changed,unverifiable,0.6394957983193277,0.44537815126050423,1.0,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000443,Change-Agent,c001,road,add,changed,contradicted,0.1571309774404096,0.12771829120211944,0.21175453759723417,0.9765625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000443,Change-Agent,c002,building,add,changed,unverifiable,0.6394957983193277,0.44537815126050423,1.0,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000454,Draft,c001,road,add,changed,supported,0.747357306624834,0.6113189332689755,1.0,0.98828125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000454,Draft,c002,building,add,changed,supported,0.7853699399929597,0.6714294929686492,0.9969736273238219,0.96484375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000454,Guided,c001,road,add,changed,supported,0.747357306624834,0.6113189332689755,1.0,0.98828125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000454,Guided,c002,building,add,changed,supported,0.7853699399929597,0.6714294929686492,0.9969736273238219,0.96484375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000454,Change-Agent,c001,road,add,changed,supported,0.747357306624834,0.6113189332689755,1.0,0.98828125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000454,Change-Agent,c002,building,add,changed,supported,0.7853699399929597,0.6714294929686492,0.9969736273238219,0.96484375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000459,Draft,c001,road,add,changed,supported,0.7547525634663554,0.7133405836505348,0.8316605259814509,0.97265625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000459,Draft,c002,building,add,changed,supported,0.7809069814366424,0.6629338175948345,1.0,0.9765625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000459,Guided,c001,road,add,changed,supported,0.7547525634663554,0.7133405836505348,0.8316605259814509,0.97265625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000459,Guided,c002,building,add,changed,supported,0.7809069814366424,0.6629338175948345,1.0,0.9765625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000459,Change-Agent,c001,road,add,changed,supported,0.7547525634663554,0.7133405836505348,0.8316605259814509,0.97265625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000459,Change-Agent,c002,building,add,changed,supported,0.7809069814366424,0.6629338175948345,1.0,0.9765625,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000466,Draft,c001,building,add,changed,contradicted,0.4713333333333333,0.18666666666666668,1.0,0.96484375,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000466,Guided,c001,building,add,changed,contradicted,0.4713333333333333,0.18666666666666668,1.0,0.96484375,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000475,Draft,c001,road,add,changed,supported,0.8010516016095167,0.6982905015283596,0.99189364461738,0.95703125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000475,Draft,c002,building,add,changed,unverifiable,0.5707965160313052,0.3396869477404696,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000475,Guided,c001,road,add,changed,supported,0.8010516016095167,0.6982905015283596,0.99189364461738,0.95703125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000475,Guided,c002,building,add,changed,unverifiable,0.5707965160313052,0.3396869477404696,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000475,Change-Agent,c001,road,add,changed,supported,0.8010516016095167,0.6982905015283596,0.99189364461738,0.95703125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000475,Change-Agent,c002,building,add,changed,unverifiable,0.5707965160313052,0.3396869477404696,1.0,0.98046875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000487,Draft,c001,building,add,changed,contradicted,0.44079727652097517,0.1396881177245772,1.0,0.92578125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000487,Guided,c001,building,add,changed,contradicted,0.44079727652097517,0.1396881177245772,1.0,0.92578125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000487,Change-Agent,c001,building,add,changed,contradicted,0.44079727652097517,0.1396881177245772,1.0,0.92578125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000488,Draft,c001,building,add,changed,unverifiable,0.6142641346568839,0.40656020716443675,1.0,0.953125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000488,Guided,c001,building,add,changed,unverifiable,0.6142641346568839,0.40656020716443675,1.0,0.953125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000488,Change-Agent,c001,building,add,changed,unverifiable,0.6142641346568839,0.40656020716443675,1.0,0.953125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000489,Draft,c001,scene,none,no_change,contradicted,0.0,0.0,,1.0,The no-change assertion is evaluated directly against the change mask.
levir-cc_test_000489,Guided,c001,building,add,changed,unverifiable,0.5179507337526206,0.2583857442348008,1.0,0.87890625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000489,Change-Agent,c001,building,add,changed,unverifiable,0.5179507337526206,0.2583857442348008,1.0,0.87890625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000500,Draft,c001,building,add,changed,unverifiable,0.5609481915933529,0.32453567937438904,1.0,0.94140625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000500,Guided,c001,building,add,changed,unverifiable,0.5609481915933529,0.32453567937438904,1.0,0.94140625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000500,Change-Agent,c001,building,add,changed,unverifiable,0.5609481915933529,0.32453567937438904,1.0,0.94140625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000528,Draft,c001,building,add,changed,unverifiable,0.7145813510941961,0.5608943862987631,1.0,0.96484375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000528,Draft,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000528,Guided,c001,building,add,changed,unverifiable,0.7145813510941961,0.5608943862987631,1.0,0.96484375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000528,Guided,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000528,Change-Agent,c001,building,add,changed,unverifiable,0.7145813510941961,0.5608943862987631,1.0,0.96484375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000528,Change-Agent,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000552,Draft,c001,road,add,changed,contradicted,0.4055484484072045,0.6011230866769315,0.042338405906282905,0.97265625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000552,Draft,c002,building,add,changed,unverifiable,0.6757452329230027,0.5011465121892349,1.0,0.87890625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000552,Guided,c001,road,add,changed,contradicted,0.4055484484072045,0.6011230866769315,0.042338405906282905,0.97265625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000552,Guided,c002,building,add,changed,unverifiable,0.6757452329230027,0.5011465121892349,1.0,0.87890625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000552,Change-Agent,c001,building,add,changed,unverifiable,0.6757452329230027,0.5011465121892349,1.0,0.87890625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000552,Change-Agent,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000558,Draft,c001,road,add,changed,unverifiable,0.5610355595849703,0.32467009166918503,1.0,0.9921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000558,Draft,c002,building,add,changed,unverifiable,0.6042361226691171,0.3992427616926503,0.9849380787682696,0.984375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000558,Guided,c001,road,add,changed,unverifiable,0.5610355595849703,0.32467009166918503,1.0,0.9921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000558,Guided,c002,building,add,changed,unverifiable,0.6042361226691171,0.3992427616926503,0.9849380787682696,0.984375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000558,Change-Agent,c001,road,add,changed,unverifiable,0.5610355595849703,0.32467009166918503,1.0,0.9921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000558,Change-Agent,c002,building,add,changed,unverifiable,0.6042361226691171,0.3992427616926503,0.9849380787682696,0.984375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000564,Draft,c001,building,add,changed,contradicted,0.0,0.0,0.0,0.10498046875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000564,Guided,c001,building,add,changed,contradicted,0.0,0.0,0.0,0.10498046875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000564,Change-Agent,c001,building,add,changed,contradicted,0.0,0.0,0.0,0.10498046875,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000613,Draft,c001,road,add,changed,contradicted,0.44289096648858667,0.1429091792132103,1.0,0.91015625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000613,Guided,c001,road,add,changed,contradicted,0.44289096648858667,0.1429091792132103,1.0,0.91015625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000613,Change-Agent,c001,road,add,changed,contradicted,0.44289096648858667,0.1429091792132103,1.0,0.91015625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000622,Draft,c001,building,modify,changed,unverifiable,0.6805544116133018,0.5085452486358488,1.0,0.85546875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000622,Draft,c002,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000622,Guided,c001,building,modify,changed,unverifiable,0.6805544116133018,0.5085452486358488,1.0,0.85546875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000622,Guided,c002,road,none,context,supported,0.98046875,,,0.98046875,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000622,Change-Agent,c001,road,add,changed,supported,0.9190487710470292,0.8754596477646603,1.0,0.98046875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000622,Change-Agent,c002,building,add,changed,unverifiable,0.6805544116133018,0.5085452486358488,1.0,0.85546875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000623,Change-Agent,c001,road,add,changed,unverifiable,0.6512203425339129,0.46341591159063533,1.0,0.96875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000623,Change-Agent,c002,building,add,changed,unverifiable,0.6575210084033614,0.473109243697479,1.0,0.76171875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000647,Draft,c001,road,add,changed,supported,0.8164424065821049,0.7176037024340075,1.0,0.9453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000647,Draft,c002,building,add,changed,unverifiable,0.7174829711320143,0.5653584171261758,1.0,0.8125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000647,Draft,c003,road,none,context,supported,0.9453125,,,0.9453125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000647,Guided,c001,road,add,changed,supported,0.8164424065821049,0.7176037024340075,1.0,0.9453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000647,Guided,c002,building,add,changed,unverifiable,0.7174829711320143,0.5653584171261758,1.0,0.8125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000647,Guided,c003,road,none,context,supported,0.9453125,,,0.9453125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000647,Change-Agent,c001,road,add,changed,supported,0.8164424065821049,0.7176037024340075,1.0,0.9453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000652,Draft,c001,building,add,changed,unverifiable,0.6795794561933535,0.5070453172205438,1.0,0.65234375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000652,Draft,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000652,Guided,c001,building,add,changed,unverifiable,0.6795794561933535,0.5070453172205438,1.0,0.65234375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000652,Guided,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000652,Change-Agent,c001,building,add,changed,unverifiable,0.6795794561933535,0.5070453172205438,1.0,0.65234375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000652,Change-Agent,c002,road,none,context,supported,0.97265625,,,0.97265625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000657,Change-Agent,c001,building,add,changed,contradicted,0.37806086341118184,0.043170559094125975,1.0,0.8984375,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000665,Draft,c001,building,add,changed,unverifiable,0.5255255511878312,0.2700393095197402,1.0,0.953125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000665,Draft,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.9765625,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000665,Guided,c001,building,add,changed,unverifiable,0.5255255511878312,0.2700393095197402,1.0,0.953125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000665,Guided,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.9765625,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000665,Change-Agent,c001,building,add,changed,unverifiable,0.5255255511878312,0.2700393095197402,1.0,0.953125,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000665,Change-Agent,c002,road,none,context,supported,0.9765625,,,0.9765625,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000668,Draft,c001,building,add,changed,supported,0.7624740937707739,0.6345755288781136,1.0,0.89453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000668,Draft,c002,road,none,context,supported,0.96484375,,,0.96484375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000668,Guided,c001,building,add,changed,supported,0.7624740937707739,0.6345755288781136,1.0,0.89453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000668,Guided,c002,road,add,changed,unverifiable,0.7128703359365316,0.5582620552869716,1.0,0.96484375,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000668,Change-Agent,c001,building,add,changed,supported,0.7624740937707739,0.6345755288781136,1.0,0.89453125,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000668,Change-Agent,c002,road,none,context,supported,0.96484375,,,0.96484375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000673,Draft,c001,building,add,changed,contradicted,0.4024800536609475,0.08073854409376545,1.0,0.89453125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000673,Draft,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.9609375,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000673,Change-Agent,c001,building,add,changed,contradicted,0.4024800536609475,0.08073854409376545,1.0,0.89453125,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000673,Change-Agent,c002,road,none,context,supported,0.9609375,,,0.9609375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000706,Draft,c001,building,add,changed,unverifiable,0.6225557387823722,0.445380084667771,0.9515962392809174,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000706,Draft,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.96484375,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000706,Guided,c001,building,add,changed,unverifiable,0.6225557387823722,0.445380084667771,0.9515962392809174,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000706,Guided,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.96484375,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000706,Change-Agent,c001,building,add,changed,unverifiable,0.6225557387823722,0.445380084667771,0.9515962392809174,0.921875,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000706,Change-Agent,c002,road,none,context,supported,0.96484375,,,0.96484375,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000721,Draft,c001,road,add,changed,supported,0.7780955031364906,0.6936065573770491,0.9350035452611676,0.96875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000721,Draft,c002,building,add,changed,supported,0.7780147284443081,0.6584841976066278,1.0,0.9609375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000721,Guided,c001,road,add,changed,supported,0.7780955031364906,0.6936065573770491,0.9350035452611676,0.96875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000721,Guided,c002,building,add,changed,supported,0.7780147284443081,0.6584841976066278,1.0,0.9609375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000721,Change-Agent,c001,building,add,changed,supported,0.7780147284443081,0.6584841976066278,1.0,0.9609375,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000721,Change-Agent,c002,road,add,changed,supported,0.7780955031364906,0.6936065573770491,0.9350035452611676,0.96875,Spatial and temporal evidence support the changed-entity claim.
levir-cc_test_000727,Draft,c001,building,add,changed,unverifiable,0.7052173913043478,0.5464882943143813,1.0,0.53515625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000727,Draft,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.95703125,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000727,Guided,c001,building,add,changed,unverifiable,0.7052173913043478,0.5464882943143813,1.0,0.53515625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000727,Guided,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.95703125,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000727,Change-Agent,c001,building,add,changed,unverifiable,0.7052173913043478,0.5464882943143813,1.0,0.53515625,Evidence is ambiguous under the configured thresholds.
levir-cc_test_000727,Change-Agent,c002,road,none,context,supported,0.95703125,,,0.95703125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000730,Draft,c001,building,add,changed,contradicted,0.32008938445180624,0.19241860350479384,0.5571922633534008,0.9765625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000730,Draft,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.98828125,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000730,Guided,c001,building,add,changed,contradicted,0.32008938445180624,0.19241860350479384,0.5571922633534008,0.9765625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000730,Guided,c002,road,add,changed,contradicted,0.0,0.0,0.0,0.98828125,A changed-entity claim contradicts an empty ground-truth change mask.
levir-cc_test_000730,Change-Agent,c001,building,add,changed,contradicted,0.32008938445180624,0.19241860350479384,0.5571922633534008,0.9765625,The grounded entity is inconsistent with the change evidence.
levir-cc_test_000730,Change-Agent,c002,road,none,context,supported,0.98828125,,,0.98828125,Context existence is supported; change-mask overlap is not penalized.
levir-cc_test_000748,Draft,c001,building,add,changed,unverifiable,0.5957476726767237,0.3830043090490029,0.9908424908424909,0.490234375,Evidence is ambiguous under the configured thresholds.
